diagnostic_id,student_id,career_label_id,term_id,partial_1,partial_2,partial_3,partial_4,total,exam_type,percentage
DIAG_01575,stu_f598a7c12bcc6d0060f734cda8a683c9,CARLBL_9FDFCF684F,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01576,stu_2b20d50c7873b30efb68c037f6a9dc46,CARLBL_DAB7ED3371,2022_P,40.0,40.0,40.0,10.0,130.0,DMU,86.66666666666667
DIAG_01577,stu_01a540d6808d700bbf418a1f395ca2b5,CARLBL_563A8FB47A,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01578,stu_1ebbf7f9ea822c71f0175ad5c0cb14a4,CARLBL_D9A75FFAB0,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01579,stu_02c3913408580bfc8178baf4ccc47013,CARLBL_9FDFCF684F,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01580,stu_e100b90e8c2ea72d60618bf753d75859,CARLBL_D174EB3A71,2022_P,40.0,30.0,30.0,30.0,130.0,DMU,86.66666666666667
DIAG_01581,stu_4ccc41a2c28cca668a618d54bab47cc9,,2022_P,30.0,40.0,30.0,30.0,130.0,DMU,86.66666666666667
DIAG_01582,stu_b4f636c9c4877bb6cec0eafb6495ba5a,,2022_P,30.0,30.0,40.0,30.0,130.0,DMU,86.66666666666667
DIAG_01583,stu_8337d62b3f3c73402a379bd10c574ad9,,2022_P,40.0,40.0,40.0,10.0,130.0,DMU,86.66666666666667
DIAG_01584,stu_55566d813573c63aae1666076042ef53,,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01585,stu_0b443d9a08704d30aba1a3a5cef7b7ad,,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01586,stu_7cc84330e20c393262a159087e3f0423,CARLBL_39611AFCAD,2022_P,40.0,30.0,30.0,30.0,130.0,DMU,86.66666666666667
DIAG_01587,stu_40c3149d2471684bda907c94cb6e2fd0,,2022_P,40.0,20.0,40.0,30.0,130.0,DMU,86.66666666666667
DIAG_01588,stu_d5fb7a5fe65c54dcbc5dc313cba6769a,,2022_P,40.0,30.0,30.0,30.0,130.0,DMU,86.66666666666667
DIAG_01589,stu_215a378158f00fa01917c094366fd6f8,CARLBL_DAB7ED3371,2022_P,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01590,stu_124416e93c99abc833d943c2be310bc3,CARLBL_BD76F0F196,2022_P,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01591,stu_69961396647521a52e11eb04a6f0c0a8,,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01592,stu_9e5ebc192b48c37bcc45939a53b4ff74,CARLBL_CC13F1BB98,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01593,stu_2946b7871a15f7a96d593ad26e210087,,2022_P,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01594,stu_5312ec4df2fa9a90345e7f7f287c5114,CARLBL_4D358FAC4B,2022_P,30.0,40.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01595,stu_2085c6c299af557f4fbfed51ff78f19a,CARLBL_39611AFCAD,2022_P,40.0,40.0,40.0,10.0,130.0,DMU,86.66666666666667
DIAG_01596,stu_fe1dc477d4aba23990aeda4a13cc9264,CARLBL_783067A8AC,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01597,stu_cf4d33099afdd5993395f95cf1a102d0,,2022_P,40.0,30.0,40.0,20.0,130.0,DMU,86.66666666666667
DIAG_01598,stu_dd9a9fb5965f9c464367cf73a31ec29c,CARLBL_F7A3F2E0E2,2022_P,30.0,30.0,40.0,30.0,130.0,DMU,86.66666666666667
DIAG_01599,stu_e0f4491b73fd1dc2ff70d1c6cf426253,,2022_P,40.0,20.0,40.0,30.0,130.0,DMU,86.66666666666667
DIAG_01600,stu_f45218754a2bfbf999ded123e827bc56,CARLBL_9FDFCF684F,2022_P,40.0,40.0,20.0,30.0,130.0,DMU,86.66666666666667
DIAG_01601,stu_3ddb74cf4a43fed0df0a57e87d405cc6,CARLBL_783067A8AC,2022_P,30.0,30.0,30.0,30.0,120.0,DMU,80.0
DIAG_01602,stu_1d4f488bb5860b1829ed7a17985e0065,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01603,stu_f22909f25de13dc6856ac41674fb24da,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01604,stu_50809aa481c537fd64d98f530f829e8a,,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01605,stu_ef1cd15631c2d39f6e7d862b139d1bfd,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01606,stu_6cef7c680ace8f622c6254c9843f4980,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01607,stu_c91909752fba85ec9bb7ab0a8a7448d5,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01608,stu_af77023912c135b6424a8dee79a7e4bc,,2022_P,40.0,20.0,30.0,30.0,120.0,DMU,80.0
DIAG_01609,stu_b8c034c59546679e85609a677c0a33e7,CARLBL_F041EA11A4,2022_P,40.0,40.0,30.0,10.0,120.0,DMU,80.0
DIAG_01610,stu_275d6bae09b83fc746d3ac174712b6fd,,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01611,stu_461a909a6ec0fa840b739e468c2dd0a3,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01612,stu_ff7bbe659bcb4e4ac8836df8bd86875e,CARLBL_DAB7ED3371,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01613,stu_338878096aa86cc9c02c40cfe7c5b091,,2022_P,30.0,40.0,30.0,20.0,120.0,DMU,80.0
DIAG_01614,stu_6e7de2fcf2ac9e486b9a6fdf9551fcc5,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01615,stu_9b7cf2db447195cc68620e11460fe62a,,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01616,stu_19ba1270799ad139b94edca4b49b9ed5,,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01617,stu_020731bbc5d15dbda3e0f1d387a78919,,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01618,stu_3b1e6fd51c24759b4b6079d8363b7179,CARLBL_563A8FB47A,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01619,stu_9ad63509fcf1f4c6d362cc266b9c9fd2,,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01620,stu_72a0e8a26576eced9bdda03695310930,CARLBL_F041EA11A4,2022_P,30.0,40.0,30.0,20.0,120.0,DMU,80.0
DIAG_01621,stu_9d7e6d18cabf987e3119747ade788ff1,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01622,stu_f9cdfceb72cccf9f9b353564be66a250,CARLBL_D174EB3A71,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01623,stu_1835c76cbe00f5d6d0da8e708dbbaba3,,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01624,stu_3a2142f1baeedc89909dea265d9cc26a,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01625,stu_7f08a614be08795455da2bdd0a26b03c,CARLBL_D174EB3A71,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01626,stu_2a1ada8436de14dd8f0b72ea44f2d048,,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01627,stu_dba35c08f55192447dc3bfbdc40d9c51,,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01628,stu_19249cb7be5a1fa36737dfccaecd2e46,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01629,stu_a39d3834683b38ab0447dc9c8780ac25,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01630,stu_c72d4c514ebcde7f6c2060914350f626,CARLBL_F041EA11A4,2022_P,30.0,30.0,30.0,30.0,120.0,DMU,80.0
DIAG_01631,stu_e9b0b340023178c31b3db96f0e61c245,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01632,stu_db7466f11567da2e6cd832cdaf0daae2,,2022_P,30.0,40.0,30.0,20.0,120.0,DMU,80.0
DIAG_01633,stu_29579dd5ffd51467f9195f0c4e509de1,,2022_P,40.0,20.0,30.0,30.0,120.0,DMU,80.0
DIAG_01634,stu_4adedbfd99decc1e62677cbaab1e6965,,2022_P,20.0,30.0,40.0,30.0,120.0,DMU,80.0
DIAG_01635,stu_e4ea20bc8463b1d2807251bd75e2d0b5,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01636,stu_d87692d283d9dbe63881846b39c4dee5,CARLBL_41179F062D,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01637,stu_1443d29a7f45afee9370f5c2e74f09c6,CARLBL_F041EA11A4,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01638,stu_ebebd2a59c621f721b3a0991698bcad6,,2022_P,40.0,30.0,20.0,30.0,120.0,DMU,80.0
DIAG_01639,stu_0263a6f60623a83a8c530f741b893ae9,CARLBL_6264AD2D5A,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01640,stu_8e1b82c7371128ce44dad4bbe1b74b34,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01641,stu_c60bb2a7bebc4d1979ca495d8079f878,CARLBL_9B4F1F4102,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01642,stu_f3abc13ea95e0952ae0f7c6dfb64e4a3,CARLBL_F041EA11A4,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01643,stu_137d5b49d45d7b8262350eba265c8a4b,CARLBL_39611AFCAD,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01644,stu_a68db93b40a4f92e24c2132741479b28,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01645,stu_52ebcd82209f74c66ae7cbc20fc9d20d,,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01646,stu_d4ad4d49dcffa5ffc7a5790c70d4314c,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01647,stu_8e313a0d9744ad0bc50b2d13a62955cb,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01648,stu_923ed50f1396a00fb50c87fc7e5956ee,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01649,stu_d981c19e4ceb366ffd01c26897000fd2,,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01650,stu_d97a95134d959731e11efe9882ceba53,,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01651,stu_c99e37a46474e4ccb7ddc53f3f60f24f,CARLBL_D174EB3A71,2022_P,40.0,40.0,40.0,0.0,120.0,DMU,80.0
DIAG_01652,stu_db4c24d9f3ac2c9bb8cd3f9f6f14e493,,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01653,stu_238d678afc33ee198488d08dcfa90536,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01654,stu_d5f1ce0635dfc427fc2e21f51d31192d,CARLBL_DAB7ED3371,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01655,stu_d7147808e27c757a015e2289ce828b7b,CARLBL_BD76F0F196,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01656,stu_41ba24fa530ef3ca085b840c19268458,CARLBL_D174EB3A71,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01657,stu_10d9d9ed7e9ed4e567f812e65faebac5,,2022_P,30.0,20.0,40.0,30.0,120.0,DMU,80.0
DIAG_01658,stu_002252f783c87e2314954455240a009f,CARLBL_F7A3F2E0E2,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01659,stu_852aae354d954c4db76b8ccb78207f17,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01660,stu_dce1ae6acb57ac4dde245e7a204f3300,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01661,stu_8ecf4beb956087030f6abda1b830b090,CARLBL_F041EA11A4,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01662,stu_548996b080c4e99f066330c07f544fc3,CARLBL_F041EA11A4,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01663,stu_bfefd0a85bed325aa18c2f3fbf134aba,CARLBL_41179F062D,2022_P,30.0,40.0,30.0,20.0,120.0,DMU,80.0
DIAG_01664,stu_1f6dd13aaf19d204978968c383225d42,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01665,stu_7b663865be6bdd4c19e9c1e4b57fff0f,,2022_P,40.0,20.0,30.0,30.0,120.0,DMU,80.0
DIAG_01666,stu_48c70cc0a150c5d0a1b45d77f3ca6118,CARLBL_9FDFCF684F,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01667,stu_828dd025e055f6605c9fd9aba0339cfb,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01668,stu_1f7de272a8d4b5f6803f50a8e993392b,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01669,stu_e9f36ad99fcbf6469f9f4114aeb5b3c2,CARLBL_F867BE971F,2022_P,20.0,30.0,40.0,30.0,120.0,DMU,80.0
DIAG_01670,stu_b62037be02dd4d2704082ce08892a412,,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01671,stu_3080a656fb7e6747e775a62e146ffc53,CARLBL_6264AD2D5A,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01672,stu_23d639f0f764722f7a89b960b0960fc5,,2022_P,20.0,30.0,40.0,30.0,120.0,DMU,80.0
DIAG_01673,stu_4377ddeee06fdab2c16ad4e97bf90512,CARLBL_6264AD2D5A,2022_P,40.0,30.0,40.0,10.0,120.0,DMU,80.0
DIAG_01674,stu_a78088ceeca78bb56dc3c85a73c44a0c,CARLBL_DAB7ED3371,2022_P,40.0,20.0,40.0,20.0,120.0,DMU,80.0
DIAG_01675,stu_c47aae1a73e9eeb5a83e53afe43774a2,CARLBL_CC13F1BB98,2022_P,30.0,40.0,40.0,10.0,120.0,DMU,80.0
DIAG_01676,stu_1d7769c3e30eca9fb37946c8f86eec68,CARLBL_BD76F0F196,2022_P,30.0,40.0,30.0,20.0,120.0,DMU,80.0
DIAG_01677,stu_364fe1c45e965fd356d382259f6c87fb,,2022_P,30.0,30.0,40.0,20.0,120.0,DMU,80.0
DIAG_01678,stu_514edcae93bca1b8ace0e696e99eec29,,2022_P,40.0,30.0,30.0,20.0,120.0,DMU,80.0
DIAG_01679,stu_efd0c10f8449a58195f730e03bf7999f,,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01680,stu_9e91e4a777e971db76f62985c90f6ee6,CARLBL_563A8FB47A,2022_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01681,stu_218e68fcd09068ef08ed85be7982b63c,,2022_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01682,stu_661ec46c60f7b4892d42498dd9d5e799,CARLBL_D9A75FFAB0,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01683,stu_48e7de42014494d10f51b65f123a3261,CARLBL_9393C45E8D,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01684,stu_1890bc9c56bd67221d2f3f8c2990dad3,CARLBL_783067A8AC,2022_P,30.0,40.0,20.0,20.0,110.0,DMU,73.33333333333333
DIAG_01685,stu_7d9f444472d9a544baf7eb78467fb11e,,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01686,stu_b691ebc67b1428249e4812b3bcb7b0e5,,2022_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01687,stu_660b4dba71384062ac65ff453f2d1d24,,2022_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01688,stu_2b8d3cf2917b0a89f946838a4abd5c3a,CARLBL_F867BE971F,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01689,stu_61c798acd7292d24ed1e887a5bd2dcaf,CARLBL_ADFF4A692B,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01690,stu_a5cf0cfebac1ed5ef5e34781abc9c8fc,,2022_P,30.0,10.0,40.0,30.0,110.0,DMU,73.33333333333333
DIAG_01691,stu_151d83fc6965559e75eda7fa43ff60bd,,2022_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01692,stu_d0a709439e15e484137d47c9203578f9,,2022_P,30.0,40.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01693,stu_7d818baf68624e081179ce8f883da5e8,CARLBL_DAB7ED3371,2022_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01694,stu_60ae9cfe15f209c9db86aeeb292a1e5c,,2022_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01695,stu_78b11ca78d9f482fcb495bb167a2a8b4,CARLBL_28FD56FF33,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01696,stu_f1e98ea2998e788291bf0a0647003bbf,CARLBL_BD76F0F196,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01697,stu_0c5cc787dcad238c3a6e22df6f900426,,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01698,stu_9bcc0dda796e02de1d57b7e37a4389c8,CARLBL_CC13F1BB98,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01699,stu_867cba708029afd59bbfe4e7d79bb9a2,CARLBL_9FDFCF684F,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01700,stu_24f333861e4167432f40a8f0c91a4c49,,2022_P,40.0,30.0,40.0,0.0,110.0,DMU,73.33333333333333
DIAG_01701,stu_fe607f2b96f402417ded09d90654e705,CARLBL_BD76F0F196,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01702,stu_3b994c20b4d3996c0c44c7ac2dcad94f,,2022_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01703,stu_1dd8109d38136606723653214d3a0e96,CARLBL_9FDFCF684F,2022_P,40.0,40.0,30.0,0.0,110.0,DMU,73.33333333333333
DIAG_01704,stu_35fb38d4a29e25181e2d600be04c674f,CARLBL_F041EA11A4,2022_P,40.0,10.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01705,stu_80c1544ace79f206cee35aeea0bbb79f,,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01706,stu_a799176708d01f4687777a1df17281ac,,2022_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01707,stu_f98ea5eac3d6dedd3989b3e8d7b2936e,CARLBL_F041EA11A4,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01708,stu_2c94d01b5d93de4e3a4b80012ee1e0a5,,2022_P,30.0,10.0,40.0,30.0,110.0,DMU,73.33333333333333
DIAG_01709,stu_3e3476b7d96574079861e07fbc1f6faa,,2022_P,30.0,20.0,30.0,30.0,110.0,DMU,73.33333333333333
DIAG_01710,stu_0d22e41ad839b60eaca4657d56d1e3ff,CARLBL_F041EA11A4,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01711,stu_d895c01ed562eba700776278cfead10c,CARLBL_783067A8AC,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01712,stu_32e8abb01b3f2e2cc1dbb6491c5928b3,CARLBL_4D358FAC4B,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01713,stu_a29ff37c6439f611508528f6bb1273dd,,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01714,stu_98e9a13302a54f1ba4288a740717a303,CARLBL_F041EA11A4,2022_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01715,stu_1fc37eefb9cbd822db7039b749e5d03b,CARLBL_41179F062D,2022_P,40.0,10.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01716,stu_42a2f300f3f3719b977109ee65af1422,CARLBL_9FDFCF684F,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01717,stu_16ab8300f702905ddb89a74596f788d1,CARLBL_F041EA11A4,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01718,stu_a1de08115ab08595c3877e2ea5f255da,,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01719,stu_626d62222d59523d691b7150e3ec1d55,,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01720,stu_d910e6fe5f649db290d9860d4c626ab0,,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01721,stu_69d17bb0f61710d8100c442e76040881,CARLBL_CC13F1BB98,2022_P,40.0,30.0,40.0,0.0,110.0,DMU,73.33333333333333
DIAG_01722,stu_c5b5f35bd8fb8455572dfa7723cfb98b,,2022_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01723,stu_87d0441e0c374af00a1de2b97d933f02,,2022_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01724,stu_bfd5ea40965ae4583ee5489b06cbf1ae,,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01725,stu_a568ef6516503d3bd58c979d8306f42d,,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01726,stu_930d02af08b223a2c60da75e8c227646,,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01727,stu_d3a489409ea59c957ad2bfcf16a5a7f4,CARLBL_D174EB3A71,2022_P,40.0,30.0,20.0,20.0,110.0,DMU,73.33333333333333
DIAG_01728,stu_c5d2828033648ad8fc01aeb97e7669fe,CARLBL_F041EA11A4,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01729,stu_aa43f5286d753ef85457e8fa5addba40,CARLBL_9FDFCF684F,2022_P,40.0,30.0,30.0,10.0,110.0,DMU,73.33333333333333
DIAG_01730,stu_008aa9540723bca899416d36efa7d54f,CARLBL_39611AFCAD,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01731,stu_c3fab175717f775bf3f60ebd32ef5b92,,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01732,stu_641bce60c213113d0115a2a9471e33c7,CARLBL_CC13F1BB98,2022_P,30.0,10.0,40.0,30.0,110.0,DMU,73.33333333333333
DIAG_01733,stu_3c74381411f92fc716370927f0132a2a,,2022_P,40.0,30.0,40.0,0.0,110.0,DMU,73.33333333333333
DIAG_01734,stu_058e0ed10b799f959a063de4d13a7338,,2022_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01735,stu_2ecd7579441d006295b0c48dbd66fee8,CARLBL_5B99AB135B,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01736,stu_e866796380c642e289112d8584b43358,,2022_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01737,stu_3489f469a10f569127ccf56a89dfa527,CARLBL_BD76F0F196,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01738,stu_071d3adf4325bbdf9bfdf76e1149634a,CARLBL_28FD56FF33,2022_P,40.0,10.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01739,stu_353fa3a548485fbde0455982e2b39076,,2022_P,40.0,0.0,40.0,30.0,110.0,DMU,73.33333333333333
DIAG_01740,stu_37294405ac0abc6e8f84a6f5d2fb9fb3,,2022_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01741,stu_9f7d3c1b340b598a7fd7a968407d65a1,CARLBL_41179F062D,2022_P,30.0,20.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01742,stu_9c13d1869ff8077ca1a9835bce753be9,CARLBL_9FDFCF684F,2022_P,20.0,30.0,40.0,20.0,110.0,DMU,73.33333333333333
DIAG_01743,stu_9cd617a00c5b1f77413fea0c894f4496,,2022_P,20.0,40.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01744,stu_059046893c336a3da90e312dd02ead12,CARLBL_6264AD2D5A,2022_P,40.0,20.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01745,stu_c5d02c2f7f7ee0e2b70bf8e1c30709e8,,2022_P,30.0,30.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01746,stu_440e50833c80d095db167b83bc31aafa,,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01747,stu_3e3a250fede9fa513867f77f4605ce75,CARLBL_CC13F1BB98,2022_P,30.0,30.0,30.0,20.0,110.0,DMU,73.33333333333333
DIAG_01748,stu_5da0a4ca77e4fcbe9d14ba1a203d7491,,2022_P,40.0,20.0,40.0,10.0,110.0,DMU,73.33333333333333
DIAG_01749,stu_6d0364bdf83c0176d45cb15bfcc9ceb6,,2022_P,40.0,20.0,40.0,0.0,100.0,DMU,66.66666666666666
DIAG_01750,stu_0a802236bc2f3edff9efd2ea11df44ae,,2022_P,40.0,20.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_01751,stu_0146015d47dd857f32470421c6ab345b,,2022_P,30.0,10.0,40.0,20.0,100.0,DMU,66.66666666666666
DIAG_01752,stu_ab5b1f1318aac8914204c9211226bce9,CARLBL_28FD56FF33,2022_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_01753,stu_43060a19596cc1d863962483235c399b,CARLBL_AA24E93890,2022_P,30.0,20.0,20.0,30.0,100.0,DMU,66.66666666666666
DIAG_01754,stu_909a62d2b3cce4412645652af3f88376,CARLBL_9FDFCF684F,2022_P,30.0,30.0,30.0,10.0,100.0,DMU,66.66666666666666
DIAG_01755,stu_0a92cfe41ef74f133e39d45e62897c8d,,2022_P,20.0,20.0,40.0,20.0,100.0,DMU,66.66666666666666
DIAG_01756,stu_708f3bff0be2741a890e2ebd151dcd81,,2022_P,30.0,20.0,40.0,10.0,100.0,DMU,66.66666666666666
DIAG_01757,stu_f7a9217c0600403dcae87f0803968ce8,,2022_P,30.0,20.0,40.0,10.0,100.0,DMU,66.66666666666666
DIAG_01758,stu_cf6b8cfa6cde01b07f66948fc7a0356b,,2022_P,40.0,10.0,30.0,20.0,100.0,DMU,66.66666666666666
